Order_ID,Order_Date,Customer,Product,Category,Region,Quantity,Sales,Profit
ORD00078,2025-06-30,Customer_054,Desk,Furniture,South,1,307.11,44.55
ORD00079,2025-05-20,Customer_044,Desk,Furniture,West,4,1263.57,162.76
ORD00080,2025-03-07,Customer_051,Keyboard,Accessories,North,8,482.3,107.19
ORD00081,2025-03-11,Customer_034,Monitor,Electronics,West,7,1953.53,318.06
ORD00082,2025-08-21,Customer_049,Printer,Office,East,4,810.91,122.42
ORD00083,2025-02-11,Customer_007,Desk Chair,Furniture,East,5,894.66,163.45
ORD00084,2025-11-30,Customer_032,Mouse,Accessories,South,2,54.48,11.24
ORD00085,2025-05-03,Customer_073,Laptop,Electronics,South,3,2359.37,396.69
ORD00086,2025-07-08,Customer_096,Desk,Furniture,North,5,1493.69,231.26
ORD00087,2025-02-25,Customer_074,Keyboard,Accessories,West,5,279.33,69.36
ORD00088,2025-02-08,Customer_032,Desk Chair,Furniture,North,4,733.26,137.02
ORD00089,2025-10-17,Customer_055,Headphones,Accessories,East,2,158.48,30.24
ORD00090,2025-01-07,Customer_014,Monitor,Electronics,West,6,1669.07,329.48
ORD00091,2025-12-29,Customer_067,Printer,Office,East,8,1563.41,197.61
ORD00092,2025-08-27,Customer_035,Webcam,Electronics,East,8,710.72,159.6
ORD00093,2025-05-23,Customer_060,Mouse,Accessories,West,2,64.58,14.31
ORD00094,2025-09-11,Customer_028,Printer,Office,East,1,224.74,28.46
ORD00095,2025-05-24,Customer_036,Headphones,Accessories,North,6,484.23,102.69
ORD00096,2025-02-13,Customer_072,Tablet,Electronics,South,4,1593.1,201.29
ORD00097,2025-08-18,Customer_029,Desk,Furniture,West,8,2709.98,356.87
ORD00098,2025-12-06,Customer_068,Mouse,Accessories,East,5,152.45,36.29
ORD00099,2025-06-30,Customer_033,Desk Chair,Furniture,South,6,1123.82,177.92
ORD00100,2025-06-11,Customer_098,Monitor,Electronics,South,4,960.87,174.82
ORD00101,2025-09-05,Customer_098,Mouse,Accessories,East,4,114.64,28.25
ORD00102,2025-06-01,Customer_002,Monitor,Electronics,South,4,983.32,159.98
ORD00103,2025-01-28,Customer_017,Headphones,Accessories,West,1,75.8,16.06
ORD00104,2025-10-21,Customer_044,Monitor,Electronics,South,1,248.79,44.5
ORD00105,2025-09-02,Customer_063,Laptop,Electronics,North,5,3921.97,545.69
ORD00106,2025-03-19,Customer_039,Webcam,Electronics,North,1,83.69,17.91
ORD00107,2025-10-13,Customer_080,Mouse,Accessories,South,2,63.17,15.64
ORD00108,2025-08-19,Customer_076,Tablet,Electronics,West,7,3180.2,388.29
ORD00109,2025-11-09,Customer_098,Headphones,Accessories,South,1,81.9,14.41
ORD00110,2025-12-05,Customer_071,Mouse,Accessories,North,5,137.44,30.41
ORD00111,2025-07-29,Customer_038,Keyboard,Accessories,North,1,54.46,12.32
ORD00112,2025-12-28,Customer_010,Mouse,Accessories,South,5,143.48,38.15
ORD00113,2025-08-06,Customer_020,Headphones,Accessories,East,4,276.89,50.81
ORD00114,2025-01-31,Customer_096,Keyboard,Accessories,East,2,102.65,21.28
ORD00115,2025-08-28,Customer_035,Desk,Furniture,West,2,664.15,105.59
ORD00116,2025-11-03,Customer_042,Desk,Furniture,East,2,581.1,85.39
ORD00117,2025-04-28,Customer_074,Laptop,Electronics,North,2,1857.05,327.07
ORD00118,2025-03-31,Customer_036,Headphones,Accessories,South,1,74.56,15.59
ORD00119,2025-11-22,Customer_061,Webcam,Electronics,East,7,669.59,160.4
ORD00120,2025-06-14,Customer_043,Desk Chair,Furniture,West,6,1116.75,210.22
ORD00121,2025-12-06,Customer_071,Desk,Furniture,North,5,1742.46,285.96
ORD00122,2025-06-11,Customer_099,Desk,Furniture,West,2,608.31,80.73
ORD00123,2025-12-03,Customer_007,Tablet,Electronics,South,1,451.03,57.97
ORD00124,2025-11-15,Customer_098,Tablet,Electronics,North,6,2649.25,357.36
ORD00125,2025-10-09,Customer_090,Mouse,Accessories,West,5,138.93,31.22
ORD00126,2025-11-19,Customer_021,Monitor,Electronics,East,1,265.66,44.08
ORD00127,2025-10-10,Customer_015,Tablet,Electronics,West,1,412.27,49.17
ORD00128,2025-09-13,Customer_091,Monitor,Electronics,East,3,847.49,143.02
ORD00129,2025-08-30,Customer_050,Desk Chair,Furniture,South,8,1366.19,235.82
ORD00130,2025-02-05,Customer_054,Webcam,Electronics,East,3,257.92,58.88
ORD00131,2025-01-02,Customer_076,Tablet,Electronics,West,5,2008.79,245.36
ORD00132,2025-10-03,Customer_098,Keyboard,Accessories,West,8,438.62,91.65
ORD00133,2025-04-07,Customer_050,Desk,Furniture,South,6,2104.62,290.96
ORD00134,2025-06-12,Customer_049,Desk Chair,Furniture,West,1,188.81,34.07
ORD00135,2025-01-19,Customer_043,Keyboard,Accessories,North,8,407.11,102.07
ORD00136,2025-09-27,Customer_019,Desk,Furniture,West,2,692.54,88.78
ORD00137,2025-08-29,Customer_080,Keyboard,Accessories,West,2,116.19,23.76
ORD00138,2025-12-12,Customer_041,Monitor,Electronics,West,6,1672.11,290.15
ORD00139,2025-11-13,Customer_037,Tablet,Electronics,South,1,383.75,51.85
ORD00140,2025-02-20,Customer_013,Monitor,Electronics,West,7,1914.77,365.74
ORD00141,2025-01-15,Customer_038,Keyboard,Accessories,East,5,250.03,59.89
ORD00142,2025-03-16,Customer_088,Printer,Office,South,7,1394.79,190.12
ORD00143,2025-02-10,Customer_088,Keyboard,Accessories,South,3,168.61,35.79
ORD00144,2025-04-29,Customer_033,Desk,Furniture,North,3,952.54,132.34
ORD00145,2025-12-13,Customer_045,Desk,Furniture,East,5,1614.91,211.27
ORD00146,2025-08-22,Customer_050,Desk Chair,Furniture,West,5,962.15,148.81
ORD00147,2025-07-15,Customer_090,Monitor,Electronics,East,4,1054.96,194.15
ORD00148,2025-05-21,Customer_100,Laptop,Electronics,North,7,5364.64,952.35
ORD00149,2025-05-27,Customer_046,Webcam,Electronics,South,8,759.71,146.62
ORD00150,2025-12-14,Customer_088,Mouse,Accessories,South,5,157.67,40.88
ORD00151,2025-06-08,Customer_047,Monitor,Electronics,South,1,275.01,42.57
ORD00152,2025-06-17,Customer_017,Monitor,Electronics,East,5,1364.35,221.69
ORD00153,2025-03-26,Customer_062,Tablet,Electronics,East,5,1997.93,285.03
ORD00154,2025-08-28,Customer_029,Printer,Office,West,2,458.88,57.32
ORD00155,2025-02-16,Customer_069,Tablet,Electronics,North,6,2666.5,296.1
ORD00156,2025-12-11,Customer_049,Desk,Furniture,East,6,2015.62,280.77
ORD00157,2025-08-30,Customer_072,Monitor,Electronics,East,4,941.21,188.95
ORD00158,2025-11-28,Customer_090,Webcam,Electronics,East,4,328.55,75.7
ORD00159,2025-03-13,Customer_064,Desk Chair,Furniture,North,2,327.26,47.91
ORD00160,2025-10-03,Customer_086,Monitor,Electronics,West,4,964.22,171.15
ORD00161,2025-08-01,Customer_079,Webcam,Electronics,West,3,278.37,64.31
ORD00162,2025-12-20,Customer_031,Headphones,Accessories,East,1,73.06,14.36
ORD00163,2025-10-06,Customer_008,Monitor,Electronics,West,6,1685.33,316.54
ORD00164,2025-03-04,Customer_012,Headphones,Accessories,South,4,326.94,71.75
ORD00165,2025-01-26,Customer_017,Webcam,Electronics,South,1,95.16,18.45
ORD00166,2025-10-28,Customer_043,Monitor,Electronics,South,4,980.92,196.15
ORD00167,2025-05-22,Customer_017,Webcam,Electronics,East,1,96.45,18.1
ORD00168,2025-12-05,Customer_046,Keyboard,Accessories,South,2,118.06,23.1
ORD00169,2025-01-09,Customer_095,Webcam,Electronics,West,6,504.82,91.78
ORD00170,2025-02-02,Customer_066,Tablet,Electronics,North,2,836.01,117.75
ORD00171,2025-11-11,Customer_085,Desk,Furniture,East,4,1163.1,189.29
ORD00172,2025-02-01,Customer_055,Desk,Furniture,North,1,351.91,58.29
ORD00173,2025-02-07,Customer_019,Desk,Furniture,North,8,2764.42,392.53
ORD00174,2025-11-16,Customer_042,Keyboard,Accessories,West,5,282.32,63.01
ORD00175,2025-08-21,Customer_090,Webcam,Electronics,North,5,450.5,92.62
ORD00176,2025-08-09,Customer_044,Tablet,Electronics,West,4,1663.72,198.67
ORD00177,2025-02-18,Customer_033,Desk Chair,Furniture,East,7,1212.76,194.57
ORD00178,2025-02-04,Customer_056,Keyboard,Accessories,North,8,404.03,77.83
ORD00179,2025-10-12,Customer_072,Printer,Office,East,3,574.56,91.46
ORD00180,2025-07-01,Customer_055,Monitor,Electronics,North,7,1955.99,398.67
ORD00181,2025-06-30,Customer_020,Headphones,Accessories,West,5,345.27,69.21
ORD00182,2025-06-29,Customer_098,Mouse,Accessories,East,2,64.14,14.78
ORD00183,2025-08-08,Customer_080,Webcam,Electronics,North,4,384.85,92.32
ORD00184,2025-01-15,Customer_040,Webcam,Electronics,East,5,421.24,93.84
ORD00185,2025-04-03,Customer_052,Printer,Office,North,1,225.53,32.2
ORD00186,2025-02-16,Customer_054,Keyboard,Accessories,West,1,57.71,11.61
ORD00187,2025-07-09,Customer_073,Printer,Office,North,3,606.27,80.41
ORD00188,2025-03-22,Customer_011,Laptop,Electronics,East,3,2679.76,370.85
ORD00189,2025-09-06,Customer_028,Desk,Furniture,North,7,2287.97,334.36
ORD00190,2025-02-26,Customer_063,Printer,Office,East,7,1406.27,207.42
ORD00191,2025-07-22,Customer_027,Laptop,Electronics,East,4,3729.42,517.01
ORD00192,2025-05-11,Customer_064,Mouse,Accessories,West,3,86.21,18.33
ORD00193,2025-07-14,Customer_072,Keyboard,Accessories,East,3,166.08,33.58
ORD00194,2025-01-22,Customer_010,Monitor,Electronics,East,7,1796.78,319.52
ORD00195,2025-10-21,Customer_038,Webcam,Electronics,North,7,617.96,135.23
ORD00196,2025-06-16,Customer_059,Desk Chair,Furniture,East,1,168.19,32.43
ORD00197,2025-02-24,Customer_068,Monitor,Electronics,North,7,1726.57,319.07
ORD00198,2025-06-23,Customer_010,Desk Chair,Furniture,North,5,849.88,156.58
ORD00199,2025-06-28,Customer_083,Tablet,Electronics,South,4,1629.97,241.02
ORD00200,2025-03-16,Customer_020,Mouse,Accessories,North,2,57.07,12.36
ORD00201,2025-08-26,Customer_058,Keyboard,Accessories,East,8,462.39,109.66
ORD00202,2025-08-14,Customer_039,Printer,Office,East,3,575.6,79.19
ORD00203,2025-06-30,Customer_058,Webcam,Electronics,North,1,90.13,17.85
ORD00204,2025-05-27,Customer_012,Laptop,Electronics,West,6,4668.27,828.54
ORD00205,2025-08-19,Customer_025,Desk,Furniture,East,1,346.18,53.04
ORD00206,2025-09-14,Customer_014,Webcam,Electronics,East,8,669.72,122.16
ORD00207,2025-01-21,Customer_057,Monitor,Electronics,South,3,740.65,130.83
ORD00208,2025-05-25,Customer_087,Printer,Office,North,6,1231.63,186.63
ORD00209,2025-06-18,Customer_037,Printer,Office,East,2,385.94,56.92
ORD00210,2025-06-20,Customer_045,Webcam,Electronics,East,3,247.4,54.5
ORD00211,2025-11-01,Customer_072,Desk Chair,Furniture,West,3,562.55,83.72
ORD00212,2025-12-10,Customer_088,Printer,Office,North,3,655.56,104.09
ORD00213,2025-01-10,Customer_028,Desk Chair,Furniture,East,6,1050.32,161.43
ORD00214,2025-04-26,Customer_038,Desk,Furniture,North,4,1407.99,189.34
ORD00215,2025-12-05,Customer_017,Tablet,Electronics,West,1,406.29,57.04
ORD00216,2025-04-03,Customer_022,Keyboard,Accessories,West,3,175.93,41.85
ORD00217,2025-07-06,Customer_057,Laptop,Electronics,East,7,6159.87,907.97
ORD00218,2025-10-01,Customer_061,Desk,Furniture,South,4,1213.23,207.4
ORD00219,2025-08-25,Customer_065,Printer,Office,West,8,1770.53,268.56
ORD00220,2025-11-06,Customer_083,Keyboard,Accessories,West,4,204.09,41.53
ORD00221,2025-12-31,Customer_037,Printer,Office,North,2,449.05,69.49
ORD00222,2025-08-19,Customer_056,Keyboard,Accessories,North,5,297.29,58.48
ORD00223,2025-06-28,Customer_051,Mouse,Accessories,East,8,260.66,60.96
ORD00224,2025-02-11,Customer_013,Mouse,Accessories,East,7,204.75,42.18
ORD00225,2025-01-20,Customer_090,Keyboard,Accessories,South,3,157.97,38.19
ORD00226,2025-11-12,Customer_033,Desk,Furniture,South,8,2306.69,302.33
ORD00227,2025-02-26,Customer_016,Keyboard,Accessories,North,7,406.27,82.34
ORD00228,2025-11-24,Customer_015,Mouse,Accessories,West,7,222.34,52.68
ORD00229,2025-11-20,Customer_019,Webcam,Electronics,East,1,90.28,17.49
ORD00230,2025-11-11,Customer_024,Desk Chair,Furniture,North,1,174.7,30.33
ORD00231,2025-02-04,Customer_065,Tablet,Electronics,North,6,2748.52,362.03
ORD00232,2025-01-23,Customer_033,Desk Chair,Furniture,North,8,1479.07,287.73
ORD00233,2025-06-26,Customer_014,Printer,Office,East,2,398.25,58.38
ORD00234,2025-06-30,Customer_023,Keyboard,Accessories,West,1,55.51,13.36
ORD00235,2025-03-11,Customer_059,Desk,Furniture,North,3,876.12,142.31
ORD00236,2025-01-23,Customer_041,Headphones,Accessories,East,4,317.47,70.84
ORD00237,2025-10-06,Customer_083,Tablet,Electronics,South,7,2924.36,327.32
ORD00238,2025-01-25,Customer_016,Headphones,Accessories,East,6,482.92,91.71
ORD00239,2025-08-14,Customer_024,Desk Chair,Furniture,West,7,1359.45,223.25
ORD00240,2025-09-23,Customer_055,Desk,Furniture,North,6,1830.42,240.18
ORD00241,2025-10-07,Customer_042,Desk Chair,Furniture,East,3,517.73,77.52
ORD00242,2025-11-05,Customer_057,Headphones,Accessories,East,8,626.12,112.7
ORD00243,2025-06-30,Customer_082,Desk,Furniture,North,1,327.35,48.14
ORD00244,2025-07-06,Customer_021,Monitor,Electronics,North,7,1824.76,353.08
ORD00245,2025-01-18,Customer_083,Keyboard,Accessories,East,8,407.11,82.47
ORD00246,2025-10-18,Customer_058,Printer,Office,East,7,1332.52,167.16
ORD00247,2025-02-09,Customer_051,Printer,Office,East,8,1704.84,240.79
ORD00248,2025-02-28,Customer_067,Headphones,Accessories,West,4,271.55,49.19
ORD00249,2025-05-15,Customer_028,Tablet,Electronics,East,2,886.19,122.26
ORD00250,2025-03-04,Customer_023,Desk,Furniture,West,4,1186.75,155.27
ORD00251,2025-12-08,Customer_070,Monitor,Electronics,East,6,1512.4,236.7
ORD00252,2025-12-31,Customer_023,Headphones,Accessories,East,3,234.43,49.7
ORD00253,2025-03-04,Customer_031,Tablet,Electronics,West,4,1843.0,260.58
ORD00254,2025-10-11,Customer_071,Laptop,Electronics,South,6,5173.72,819.7
ORD00255,2025-02-03,Customer_093,Webcam,Electronics,West,2,173.13,41.81
ORD00256,2025-07-29,Customer_041,Tablet,Electronics,North,7,3130.12,354.88
ORD00257,2025-12-15,Customer_100,Desk,Furniture,South,8,2568.89,342.37
ORD00258,2025-09-15,Customer_016,Keyboard,Accessories,South,7,416.62,79.43
ORD00259,2025-03-24,Customer_045,Headphones,Accessories,East,3,217.02,46.13
ORD00260,2025-04-11,Customer_017,Monitor,Electronics,East,5,1335.11,243.99
ORD00261,2025-09-15,Customer_075,Webcam,Electronics,South,2,185.08,39.94
ORD00262,2025-10-16,Customer_011,Keyboard,Accessories,North,6,299.72,73.13
ORD00263,2025-11-30,Customer_080,Webcam,Electronics,North,5,423.97,90.96
ORD00264,2025-11-25,Customer_088,Desk,Furniture,West,5,1746.13,260.58
ORD00265,2025-02-07,Customer_054,Headphones,Accessories,West,8,622.63,111.75
ORD00266,2025-06-24,Customer_092,Desk,Furniture,East,4,1307.31,185.07
ORD00267,2025-03-08,Customer_014,Printer,Office,East,7,1546.64,217.5
ORD00268,2025-03-04,Customer_013,Mouse,Accessories,North,8,228.84,50.77
ORD00269,2025-11-12,Customer_021,Headphones,Accessories,East,7,516.4,117.62
ORD00270,2025-04-08,Customer_066,Webcam,Electronics,West,6,568.42,119.31
ORD00271,2025-09-12,Customer_065,Desk,Furniture,West,5,1447.42,246.11
ORD00272,2025-10-26,Customer_064,Mouse,Accessories,West,4,116.47,24.18
ORD00273,2025-02-25,Customer_094,Headphones,Accessories,East,1,73.96,16.49
ORD00274,2025-01-24,Customer_025,Desk Chair,Furniture,East,6,1058.53,183.74
ORD00275,2025-02-07,Customer_071,Tablet,Electronics,East,5,2052.27,262.82
ORD00276,2025-03-07,Customer_044,Webcam,Electronics,East,2,197.1,40.07
ORD00277,2025-11-05,Customer_006,Keyboard,Accessories,North,4,220.4,48.49
ORD00278,2025-08-31,Customer_066,Keyboard,Accessories,South,6,331.28,65.21
ORD00279,2025-03-25,Customer_039,Printer,Office,East,6,1233.02,178.66
ORD00280,2025-12-29,Customer_003,Tablet,Electronics,East,8,3402.29,438.97
ORD00281,2025-08-02,Customer_093,Printer,Office,North,2,427.03,65.11
ORD00282,2025-05-16,Customer_100,Webcam,Electronics,South,8,787.26,179.36
ORD00283,2025-03-29,Customer_100,Laptop,Electronics,West,8,6832.96,1165.82
ORD00284,2025-01-17,Customer_025,Keyboard,Accessories,North,4,223.19,52.06
ORD00285,2025-08-03,Customer_053,Desk,Furniture,West,6,1786.15,283.23
ORD00286,2025-09-23,Customer_085,Laptop,Electronics,West,3,2400.74,363.96
ORD00287,2025-06-10,Customer_069,Tablet,Electronics,East,7,3208.53,412.06
ORD00288,2025-12-13,Customer_083,Tablet,Electronics,East,6,2657.08,368.31
ORD00289,2025-04-09,Customer_039,Webcam,Electronics,South,8,785.86,154.09
ORD00290,2025-12-27,Customer_041,Headphones,Accessories,West,5,353.05,74.95
ORD00291,2025-05-28,Customer_049,Printer,Office,West,5,970.59,143.08
ORD00292,2025-05-29,Customer_011,Printer,Office,East,3,572.3,91.07
ORD00293,2025-09-03,Customer_035,Desk,Furniture,East,5,1508.48,248.53
ORD00294,2025-11-12,Customer_007,Keyboard,Accessories,South,2,115.3,23.38
ORD00295,2025-02-21,Customer_013,Mouse,Accessories,South,1,29.48,7.54
ORD00296,2025-07-28,Customer_061,Laptop,Electronics,West,3,2627.98,468.49
ORD00297,2025-06-14,Customer_099,Mouse,Accessories,North,5,143.56,29.9
ORD00298,2025-10-01,Customer_005,Webcam,Electronics,South,4,377.19,87.53
ORD00299,2025-01-19,Customer_064,Desk Chair,Furniture,South,3,593.69,97.81
ORD00300,2025-01-05,Customer_043,Headphones,Accessories,East,1,71.98,14.84
ORD00301,2025-03-10,Customer_025,Desk,Furniture,North,8,2739.74,407.02
ORD00302,2025-08-23,Customer_002,Printer,Office,East,3,648.68,96.77
ORD00303,2025-03-31,Customer_052,Headphones,Accessories,West,4,306.66,63.88
ORD00304,2025-02-14,Customer_018,Tablet,Electronics,West,6,2470.02,282.13
ORD00305,2025-01-04,Customer_097,Printer,Office,East,4,799.81,103.09
ORD00306,2025-10-26,Customer_084,Printer,Office,East,5,1096.81,131.05
ORD00307,2025-12-08,Customer_052,Mouse,Accessories,East,1,27.71,6.26
ORD00308,2025-07-08,Customer_018,Monitor,Electronics,West,5,1329.8,219.19
ORD00309,2025-11-07,Customer_061,Keyboard,Accessories,South,8,428.88,100.07
ORD00310,2025-09-27,Customer_010,Mouse,Accessories,North,2,59.36,15.12
ORD00311,2025-10-21,Customer_067,Laptop,Electronics,West,4,3424.93,492.84
ORD00312,2025-10-26,Customer_058,Monitor,Electronics,North,4,1037.68,209.13
ORD00313,2025-09-20,Customer_072,Desk,Furniture,West,3,943.76,144.28
ORD00314,2025-07-22,Customer_028,Headphones,Accessories,North,1,71.32,12.14
ORD00315,2025-06-26,Customer_008,Laptop,Electronics,North,7,6188.46,1002.38
ORD00316,2025-05-27,Customer_099,Desk,Furniture,West,1,314.17,50.93
ORD00317,2025-08-18,Customer_049,Printer,Office,North,7,1578.67,247.98
ORD00318,2025-12-01,Customer_069,Tablet,Electronics,West,3,1350.79,155.51
ORD00319,2025-04-25,Customer_039,Tablet,Electronics,West,3,1344.38,188.2
ORD00320,2025-09-30,Customer_059,Tablet,Electronics,East,7,2869.01,342.72
ORD00321,2025-04-07,Customer_015,Keyboard,Accessories,North,5,299.06,70.23
ORD00322,2025-05-04,Customer_005,Desk Chair,Furniture,West,1,169.42,25.35
ORD00323,2025-05-06,Customer_030,Webcam,Electronics,South,1,94.33,19.23
ORD00324,2025-09-15,Customer_094,Laptop,Electronics,East,3,2801.68,412.52
ORD00325,2025-05-02,Customer_085,Webcam,Electronics,South,6,518.59,97.25
ORD00326,2025-05-21,Customer_095,Desk Chair,Furniture,South,5,820.97,158.34
ORD00327,2025-01-25,Customer_086,Desk Chair,Furniture,West,8,1576.02,303.42
ORD00328,2025-12-23,Customer_049,Tablet,Electronics,South,6,2477.83,288.22
ORD00329,2025-05-04,Customer_091,Tablet,Electronics,South,8,3594.76,439.38
ORD00330,2025-10-15,Customer_068,Desk,Furniture,South,1,314.41,45.98
ORD00331,2025-05-11,Customer_058,Desk Chair,Furniture,East,4,677.28,120.21
ORD00332,2025-01-27,Customer_078,Monitor,Electronics,North,4,991.84,187.83
ORD00333,2025-10-28,Customer_062,Monitor,Electronics,South,4,1086.66,199.05
ORD00334,2025-01-08,Customer_095,Printer,Office,North,5,989.48,125.65
ORD00335,2025-12-23,Customer_031,Desk,Furniture,East,4,1306.73,178.63
ORD00336,2025-08-27,Customer_034,Headphones,Accessories,East,7,528.53,101.24
ORD00337,2025-08-27,Customer_061,Tablet,Electronics,East,8,3090.26,459.74
